Number,Date,TSE:CM(open),TSE:CM(high),TSE:CM(low),TSE:CM(close),TSE:CM(adjusted close),TSE:CM(volume),TSE:CM(dividend amount),TSE:CM(split coefficient)
3141,6/27/2012,70.85,71.3,70.68,70.99,48.3113,680000,0,1
3142,6/28/2012,70.98,71,70.2,70.82,48.1956,859400,0,1
3143,6/29/2012,71.49,71.8,71.27,71.65,48.7605,1136500,0,1
3144,7/3/2012,72,73.2,71.66,72.71,49.4819,1442300,0,1
3145,7/4/2012,72.69,73.16,72.6,73.03,49.6996,413300,0,1
3146,7/5/2012,73.03,73.16,72.39,72.5,49.3389,867800,0,1
3147,7/6/2012,72.04,72.35,71.6,71.95,48.9646,712200,0,1
3148,7/9/2012,71.96,72.28,71.54,72.02,49.0123,611500,0,1
3149,7/10/2012,72.17,72.47,71.08,71.5,48.6584,1044200,0,1
3150,7/11/2012,71.11,72.25,71.11,72.02,49.0123,1006500,0,1
3151,7/12/2012,71.91,71.98,71.4,71.7,48.7945,750900,0,1
3152,7/13/2012,71.87,72.26,71.82,71.92,48.9442,594800,0,1
3153,7/16/2012,72,72,71.57,71.7,48.7945,914900,0,1
3154,7/17/2012,71.95,72,71.61,71.78,48.849,565400,0,1
3155,7/18/2012,71.97,72,71.51,71.75,48.8285,543300,0,1
3156,7/19/2012,71.89,72.15,71.69,71.8,48.8626,2567000,0,1
3157,7/20/2012,71.77,71.92,71.56,71.7,48.7945,562800,0,1
3158,7/23/2012,71.23,71.61,70.45,71.52,48.672,1095200,0,1
3159,7/24/2012,71.43,71.78,70.92,71.57,48.7061,1000400,0,1
3160,7/25/2012,71.72,71.85,71.36,71.59,48.7196,957700,0,1
3161,7/26/2012,71.73,72.24,71.68,71.97,48.9783,828600,0,1
3162,7/27/2012,72.47,73.58,72.08,73.34,49.9106,1280000,0,1
3163,7/30/2012,73.44,73.48,72.99,73.37,49.931,443500,0,1
3164,7/31/2012,73.74,73.85,73.13,73.35,49.9174,1262900,0,1
3165,8/1/2012,73.69,73.78,73.05,73.55,50.0535,1245300,0,1
3166,8/2/2012,73.11,73.49,72.74,72.97,49.6588,1137000,0,1
3167,8/3/2012,73.36,73.85,73.18,73.24,49.8425,746500,0,1
3168,8/7/2012,73.23,73.99,73,73.81,50.2305,1019700,0,1
3169,8/8/2012,73.81,73.95,73.43,73.43,49.9718,1109700,0,1
3170,8/9/2012,73.25,73.81,73.1,73.65,50.1216,678900,0,1
3171,8/10/2012,73.63,74.24,73.5,74.16,50.4686,1087200,0,1
3172,8/13/2012,74.19,74.25,73.83,74.21,50.5027,993000,0,1
3173,8/14/2012,74.3,74.87,74.21,74.53,50.7204,1231100,0,1
3174,8/15/2012,74.45,74.94,74.31,74.92,50.9858,743100,0,1
3175,8/16/2012,74.93,75.38,74.66,75.32,51.2581,848300,0,1
3176,8/17/2012,75.44,75.86,75.36,75.77,51.5643,692200,0,1
3177,8/20/2012,75.86,75.87,75.31,75.72,51.5303,607500,0,1
3178,8/21/2012,75.88,76.12,75.72,76.07,51.7685,939800,0,1
3179,8/22/2012,75.9,76.12,75.64,75.95,51.6868,755400,0,1
3180,8/23/2012,75.95,76.04,75.37,75.6,51.4486,806100,0,1
3181,8/24/2012,75.78,76.6,75.65,76.15,51.8229,1147800,0,1
3182,8/27/2012,76.4,76.75,76.25,76.52,52.0747,896400,0,1
3183,8/28/2012,76.89,76.98,75.9,76.02,51.7344,1515800,0,1
3184,8/29/2012,76.14,76.51,75.87,76.38,51.9794,720700,0,1
3185,8/30/2012,76.6,76.83,75.15,75.35,51.2785,1753000,0,1
3186,8/31/2012,75.6,76.49,75.5,76.23,51.8774,1411700,0,1
3187,9/4/2012,76.24,76.44,75.73,76.21,51.8637,644300,0,1
3188,9/5/2012,76.2,77.27,76.05,77.11,52.4762,963200,0,1
3189,9/6/2012,77.21,77.99,77.15,77.48,52.728,1914300,0,1
3190,9/7/2012,77.75,77.94,77.35,77.48,52.728,931000,0,1
3191,9/10/2012,77.45,77.82,77.07,77.33,52.6259,761000,0,1
3192,9/11/2012,77.35,77.5,76.81,77.15,52.5034,1149800,0,1
3193,9/12/2012,77.32,77.53,77.09,77.12,52.483,777200,0,1
3194,9/13/2012,77.28,77.48,76.9,77.03,52.4218,1221400,0,1
3195,9/14/2012,77.38,77.38,76.87,77.03,52.4218,1678500,0,1
3196,9/17/2012,77.05,77.41,76.94,77.26,52.5783,855400,0,1
3197,9/18/2012,77.26,77.45,77.08,77.26,52.5783,842900,0,1
3198,9/19/2012,77.45,77.7,77.31,77.53,52.7621,939500,0,1
3199,9/20/2012,77.29,77.9,77.28,77.68,52.8641,962400,0,1
3200,9/21/2012,77.67,77.99,77.26,77.26,52.5783,3029600,0,1
3201,9/24/2012,77.26,78.15,77.26,77.91,53.0207,1538700,0,1
3202,9/25/2012,78.12,78.34,77.67,77.85,52.9798,1521700,0,1
3203,9/26/2012,76.79,77.06,76.51,76.6,52.7663,1191700,0,1
3204,9/27/2012,76.81,77.49,76.6,77.27,53.2278,1803800,0,1
3205,9/28/2012,76.84,77.19,76.51,76.95,53.0074,1222600,0,1
3206,10/1/2012,77.3,77.59,76.81,76.95,53.0074,959500,0,1
3207,10/2/2012,77,77.42,76.86,77.25,53.214,1532500,0,1
3208,10/3/2012,77.4,77.58,77.04,77.15,53.1451,475900,0,1
3209,10/4/2012,77.44,77.65,77.23,77.3,53.2485,1288800,0,1
3210,10/5/2012,77.31,77.64,77.25,77.27,53.2278,671300,0,1
3211,10/9/2012,77.15,77.34,76.94,77.21,53.1865,816000,0,1
3212,10/10/2012,76.88,77.23,76.76,77.01,53.0487,669800,0,1
3213,10/11/2012,77.11,77.38,76.76,76.83,52.9247,1063600,0,1
3214,10/12/2012,76.75,76.97,76.28,76.54,52.7249,783700,0,1
3215,10/15/2012,76.7,76.82,76.47,76.65,52.8007,848100,0,1
3216,10/16/2012,77,77.62,76.97,77.31,53.2554,924900,0,1
3217,10/17/2012,77.48,77.75,77.23,77.75,53.5585,744000,0,1
3218,10/18/2012,77.7,78.02,77.63,78.01,53.7376,693400,0,1
3219,10/19/2012,77.95,78.02,77.59,77.99,53.7238,540400,0,1
3220,10/22/2012,77.78,78.09,77.64,78.04,53.7582,588400,0,1
3221,10/23/2012,77.6,77.6,76.83,77.27,53.2278,1099700,0,1
3222,10/24/2012,77.48,77.79,77.27,77.39,53.3105,636000,0,1
3223,10/25/2012,77.79,78.17,77.71,78.02,53.7445,850400,0,1
3224,10/26/2012,78,78.5,77.95,78.15,53.834,894400,0,1
3225,10/29/2012,77.75,78.25,77.51,77.9,53.6618,336800,0,1
3226,10/30/2012,78,78.55,77.87,78.3,53.9373,385300,0,1
3227,10/31/2012,78.55,78.96,78.24,78.56,54.1164,866000,0,1
3228,11/1/2012,78.41,79.23,78.41,79.09,54.4815,928600,0,1
3229,11/2/2012,79.06,79.43,78.71,79.19,54.5504,527400,0,1
3230,11/5/2012,78.9,79.19,78.61,79.15,54.5229,613300,0,1
3231,11/6/2012,79.02,79.42,79.02,79.24,54.5849,529900,0,1
3232,11/7/2012,79,79.1,78.51,78.71,54.2198,783700,0,1
3233,11/8/2012,78.63,79,78.15,78.32,53.9511,614300,0,1
3234,11/9/2012,78.01,78.77,77.88,78.35,53.9718,749900,0,1
3235,11/12/2012,78.46,78.69,78.2,78.47,54.0544,299100,0,1
3236,11/13/2012,78.03,78.38,77.91,78.08,53.7858,761000,0,1
3237,11/14/2012,78.25,78.25,77.37,77.47,53.3656,936300,0,1
3238,11/15/2012,77.11,77.3,76.42,76.7,52.8352,1199900,0,1
3239,11/16/2012,76.7,77.41,76.26,77.18,53.1658,836500,0,1
3240,11/19/2012,77.61,77.94,77.41,77.79,53.586,544700,0,1
3241,11/20/2012,77.97,78.25,77.51,78.21,53.8753,976400,0,1
3242,11/21/2012,78.1,78.98,78.1,78.7,54.2129,970000,0,1
3243,11/22/2012,78.89,79.2,78.88,79.05,54.454,273900,0,1
3244,11/23/2012,79.05,79.95,78.9,79.8,54.9706,1250100,0,1
3245,11/26/2012,79.99,80.31,79.78,79.96,55.0808,1157900,0,1
3246,11/27/2012,80.29,80.39,79.51,79.64,54.8604,933800,0,1
3247,11/28/2012,79.35,80.15,79.35,79.76,54.943,737300,0,1
3248,11/29/2012,80,80.57,79.83,80.34,55.3426,924600,0,1
3249,11/30/2012,80.34,80.39,79.82,80.2,55.2461,1112600,0,1
3250,12/3/2012,80.3,80.59,79.93,80.04,55.1359,756700,0,1
3251,12/4/2012,79.72,80.47,79.72,80.36,55.3564,477300,0,1
3252,12/5/2012,80.25,80.9,80.25,80.52,55.4666,620600,0,1
3253,12/6/2012,80.9,80.94,79.85,80.14,55.2048,1184500,0,1
3254,12/7/2012,80.49,80.71,79.58,80.1,55.1773,976400,0,1
3255,12/10/2012,80.11,80.71,79.82,80.52,55.4666,1178100,0,1
3256,12/11/2012,80.75,81.33,80.65,81.13,55.8868,885800,0,1
3257,12/12/2012,81.28,81.57,80.85,81.38,56.059,1499700,0,1
3258,12/13/2012,81.38,81.87,81.18,81.62,56.2243,1600400,0,1
3259,12/14/2012,81.69,81.72,81.22,81.54,56.1692,1320100,0,1
3260,12/17/2012,81.49,81.61,80.88,81.42,56.0866,1298300,0,1
3261,12/18/2012,81.59,82.25,81.26,81.76,56.3208,1291300,0,1
3262,12/19/2012,81.98,82.59,81.87,82.26,56.6652,1600200,0,1
3263,12/20/2012,82.1,82.39,82.1,82.35,56.7272,1215400,0,1
3264,12/21/2012,82.49,82.61,81.66,82.49,56.8236,2590900,0,1
3265,12/24/2012,81.87,82.05,81.18,81.36,56.6912,618400,0,1
3266,12/27/2012,81.3,81.32,80.5,80.95,57.0649,803100,0,1
3267,12/28/2012,80.8,80.8,80.46,80.55,56.7829,690500,0,1
3268,12/31/2012,80.26,80.38,79.52,79.97,56.374,1240200,0,1
3269,1/2/2013,80.9,81.09,79.68,80.12,56.4798,966400,0,1
3270,1/3/2013,80.25,81,79.89,80.8,56.9591,1341400,0,1
3271,1/4/2013,80.42,81.4,80.42,81.16,57.2129,766900,0,1
3272,1/7/2013,81.16,81.17,80.47,81.05,57.1353,783500,0,1
3273,1/8/2013,80.96,81.05,80.67,80.95,57.0649,1395100,0,1
3274,1/9/2013,81.19,81.95,81.09,81.87,57.7134,1140300,0,1
3275,1/10/2013,82,82.38,81.71,81.96,57.7768,888200,0,1
3276,1/11/2013,82.02,82.23,81.47,81.89,57.7275,535800,0,1
3277,1/14/2013,81.83,82.14,81.64,82.01,57.8121,557800,0,1
3278,1/15/2013,81.69,82.42,81.63,82.21,57.9531,997800,0,1
3279,1/16/2013,82,82.37,81.9,82.23,57.9672,1040100,0,1
3280,1/17/2013,82.23,82.54,82.23,82.31,58.0236,569700,0,1
3281,1/18/2013,82.6,83.31,82.6,83,58.51,846700,0,1
3282,1/21/2013,83.2,83.85,82.69,83.5,58.8624,542000,0,1
3283,1/22/2013,83.44,83.75,83.18,83.24,58.6792,1145400,0,1
3284,1/23/2013,83.12,83.96,83.12,83.36,58.7638,849500,0,1
3285,1/24/2013,83.6,83.98,83.54,83.6,58.9329,582500,0,1
3286,1/25/2013,83.8,84.16,83.52,83.56,58.9047,615300,0,1
3287,1/28/2013,83.74,84.33,83.55,84.1,59.2854,848200,0,1
3288,1/29/2013,83.93,84.2,83.78,84,59.2149,603900,0,1
3289,1/30/2013,83.71,84.25,83.31,83.63,58.9541,672200,0,1
3290,1/31/2013,83.78,83.78,82.98,83.2,58.651,952800,0,1
3291,2/1/2013,83.56,83.92,83.45,83.59,58.9259,494700,0,1
3292,2/4/2013,83.2,83.38,82.73,82.83,58.3901,741100,0,1
3293,2/5/2013,83.26,83.26,82.35,82.74,58.3267,988300,0,1
3294,2/6/2013,82.6,82.9,82.38,82.61,58.2351,1099100,0,1
3295,2/7/2013,82.59,82.81,82.21,82.42,58.1011,878200,0,1
3296,2/8/2013,82.5,83.18,82.48,82.82,58.3831,749800,0,1
3297,2/11/2013,83,83.06,82.58,82.75,58.3338,574600,0,1
3298,2/12/2013,82.66,83.15,82.62,82.75,58.3338,464200,0,1
3299,2/13/2013,83.05,83.46,82.79,83.33,58.7426,606500,0,1
3300,2/14/2013,83.39,83.6,82.78,83.3,58.7215,968400,0,1
3301,2/15/2013,83.21,83.56,83.21,83.49,58.8554,694900,0,1
3302,2/19/2013,83.53,84.5,83.51,84.46,59.5392,1104000,0,1
3303,2/20/2013,84.39,84.99,84.02,84.7,59.7084,1232800,0,1
3304,2/21/2013,84.47,84.55,83.85,84.31,59.4334,777200,0,1
3305,2/22/2013,84.27,84.69,84.21,84.24,59.3841,883900,0,1
3306,2/25/2013,84.44,84.87,83.39,83.54,58.8907,1196800,0,1
3307,2/26/2013,83.5,83.95,83.15,83.5,58.8624,1130200,0,1
3308,2/27/2013,83.4,84.12,83.15,83.88,59.1303,832600,0,1
3309,2/28/2013,83.5,83.99,82.22,83.14,58.6087,2778500,0,1
3310,3/1/2013,83.1,83.15,82.53,82.98,58.4959,1686100,0,1
3311,3/4/2013,83.01,83.42,82.77,82.96,58.4818,903700,0,1
3312,3/5/2013,83.39,83.98,83.06,83.36,58.7638,1130600,0,1
3313,3/6/2013,83.84,83.99,83.15,83.29,58.7144,933200,0,1
3314,3/7/2013,83.26,83.47,82.86,83.26,58.6933,809500,0,1
3315,3/8/2013,83.4,83.46,82.6,82.78,58.3549,1191000,0,1
3316,3/11/2013,82.73,83.49,82.73,83.38,58.7779,926700,0,1
3317,3/12/2013,83.2,83.44,82.89,83.23,58.6721,1311800,0,1
3318,3/13/2013,83.21,83.3,82.09,82.25,57.9813,1373000,0,1
3319,3/14/2013,82.54,82.57,81.72,82.14,57.9037,1032800,0,1
3320,3/15/2013,82.05,82.6,81.92,81.92,57.7486,2066000,0,1
3321,3/18/2013,81.76,82.55,81.7,82.12,57.8896,893100,0,1
3322,3/19/2013,82.02,82.55,81.95,82.22,57.9601,1092800,0,1
3323,3/20/2013,82.39,82.55,81.95,82.21,57.9531,960500,0,1
3324,3/21/2013,82.09,82.09,80.96,81.09,57.1636,2352100,0,1
3325,3/22/2013,81.27,81.57,81,81.32,57.3257,1175400,0,1
3326,3/25/2013,81.74,81.91,80.93,80.96,57.0719,954600,0,1
3327,3/26/2013,80.29,80.3,79.31,79.43,56.6511,1822400,0,1
3328,3/27/2013,79.4,79.43,78.81,78.93,56.2945,1212800,0,1
3329,3/28/2013,78.9,79.87,78.52,79.68,56.8294,1722600,0,1
3330,4/1/2013,79.85,80.03,79.49,79.77,56.8936,880500,0,1
3331,4/2/2013,79.82,80.6,79.76,80.55,57.4499,769200,0,1
3332,4/3/2013,80.78,80.78,79.68,80.14,57.1575,1516900,0,1
3333,4/4/2013,80.16,80.49,79.17,79.54,56.7296,1351900,0,1
3334,4/5/2013,79.19,79.28,77.92,78.91,56.2802,1756700,0,1
3335,4/8/2013,78.95,78.96,77.94,78.17,55.7525,1430600,0,1
3336,4/9/2013,78.44,78.88,78.05,78.25,55.8095,1418000,0,1
3337,4/10/2013,78.64,79.28,78.47,78.84,56.2303,1878700,0,1
3338,4/11/2013,78.84,78.9,78.11,78.35,55.8808,1748400,0,1
3339,4/12/2013,78.25,78.31,77.71,78.16,55.7453,1021100,0,1
3340,4/15/2013,77.81,78.2,76.93,77.02,54.9322,1058300,0,1
3341,4/16/2013,77.25,77.87,76.81,77.78,55.4743,850900,0,1
3342,4/17/2013,77.32,77.96,76.85,77.36,55.1747,1323000,0,1
3343,4/18/2013,77.87,77.98,77.27,77.82,55.5028,1065500,0,1
3344,4/19/2013,77.67,78.28,77.67,78.01,55.6383,945800,0,1
3345,4/22/2013,78.33,78.33,77.78,77.97,55.6098,550800,0,1
3346,4/23/2013,78.33,78.34,77.59,77.88,55.5456,740700,0,1
3347,4/24/2013,78.25,78.87,77.95,78.84,56.2303,1440900,0,1
3348,4/25/2013,78.99,78.99,78.46,78.91,56.2802,1049300,0,1
3349,4/26/2013,78.77,78.79,78.2,78.38,55.9022,793600,0,1
3350,4/29/2013,78.46,79.58,78.39,79.34,56.5869,858800,0,1
3351,4/30/2013,79.46,80.93,79.46,80.57,57.4642,1803900,0,1
3352,5/1/2013,80.5,80.52,79.54,80.08,57.1147,1186700,0,1
3353,5/2/2013,79.91,80.4,79.33,80.02,57.0719,733900,0,1
3354,5/3/2013,80.57,80.74,79.59,79.83,56.9364,834500,0,1
3355,5/6/2013,80.1,80.17,79.61,79.83,56.9364,895700,0,1
3356,5/7/2013,80.05,80.84,79.96,80.3,57.2716,775700,0,1
3357,5/8/2013,80.38,80.8,80.21,80.64,57.5141,655700,0,1
3358,5/9/2013,80.81,80.88,79.5,79.63,56.7937,1288200,0,1
3359,5/10/2013,79.94,79.95,79.11,79.49,56.6939,1025400,0,1
3360,5/13/2013,79.5,79.61,78.76,79.32,56.5726,752000,0,1
3361,5/14/2013,79.33,79.66,78.19,78.54,56.0164,2258500,0,1
3362,5/15/2013,78.25,78.48,77.66,78.13,55.7239,1858100,0,1
3363,5/16/2013,78.24,78.84,78.15,78.46,55.9593,1184800,0,1
3364,5/17/2013,78.3,78.88,78.25,78.82,56.216,1477100,0,1
3365,5/21/2013,79.15,80.13,78.63,80,57.0576,2208800,0,1
3366,5/22/2013,80.25,81,79.87,80.01,57.0648,1694800,0,1
3367,5/23/2013,79.76,80.25,79.3,79.91,56.9934,1457000,0,1
3368,5/24/2013,79.8,80.23,79.8,80.12,57.1432,1018400,0,1
3369,5/27/2013,80.3,80.5,80.04,80.33,57.293,354200,0,1
3370,5/28/2013,80.3,80.8,80.2,80.51,57.4214,1752400,0,1
3371,5/29/2013,80.25,80.89,80.02,80.43,57.3643,1375400,0,1
3372,5/30/2013,80.85,80.91,79.07,79.22,56.5013,3714200,0,1
3373,5/31/2013,79.03,79.06,78.17,78.35,55.8808,2526700,0,1
3374,6/3/2013,78.5,78.55,77.65,78.06,55.674,1260000,0,1
3375,6/4/2013,78.08,78.38,77.74,78.06,55.674,980200,0,1
3376,6/5/2013,77.87,77.87,77.05,77.4,55.2033,1361800,0,1
3377,6/6/2013,77.4,77.52,76.5,77.12,55.0036,1549000,0,1
3378,6/7/2013,77.63,77.67,76.7,77.07,54.9679,1273300,0,1
3379,6/10/2013,77.24,77.76,76.9,77.57,55.3245,616700,0,1
3380,6/11/2013,77.25,77.54,76.64,76.76,54.7468,985100,0,1
3381,6/12/2013,76.79,76.9,76.3,76.63,54.6541,1435500,0,1
3382,6/13/2013,76.5,77.84,76.25,77.56,55.3174,1423700,0,1
3383,6/14/2013,77.4,77.69,76.8,77.18,55.0464,851500,0,1
3384,6/17/2013,77.5,77.65,77.19,77.31,55.1391,954600,0,1
3385,6/18/2013,77.49,77.65,77.26,77.53,55.296,915100,0,1
3386,6/19/2013,77.45,77.58,76.85,77.16,55.0321,1010400,0,1
3387,6/20/2013,76.75,76.8,75.29,75.46,53.8196,2291000,0,1
3388,6/21/2013,75.83,75.93,74.95,75.14,53.5914,3643000,0,1
3389,6/24/2013,74.97,75.9,74.45,75.4,53.7768,1105300,0,1
3390,6/25/2013,75.75,76.15,75.4,76.09,54.2689,1245800,0,1
3391,6/26/2013,75.25,75.56,74.9,75.03,54.1967,1070200,0,1
3392,6/27/2013,75,76.26,74.52,75.31,54.399,2328400,0,1
3393,6/28/2013,75.12,75.45,74.58,74.64,53.915,1742500,0,1
3394,7/2/2013,74.7,74.9,74.22,74.62,53.9006,1343700,0,1
3395,7/3/2013,74.65,74.65,73.89,74.1,53.5249,973400,0,1
3396,7/4/2013,74.22,74.7,74.04,74.3,53.6694,358000,0,1
3397,7/5/2013,74.39,74.77,74.04,74.19,53.59,844800,0,1
3398,7/8/2013,74.3,74.58,74.19,74.35,53.7055,860200,0,1
3399,7/9/2013,74.61,74.89,74.31,74.78,54.0161,818200,0,1
3400,7/10/2013,74.96,74.96,74.15,74.4,53.7416,1093100,0,1
3401,7/11/2013,74.99,75.63,74.58,75.59,54.6012,1580500,0,1
3402,7/12/2013,75.8,76.2,75.65,75.92,54.8396,782600,0,1
3403,7/15/2013,76.2,76.46,75.85,76.03,54.919,978700,0,1
3404,7/16/2013,76.26,76.4,75.69,75.96,54.8685,717900,0,1
3405,7/17/2013,76.18,77.41,76.05,77.12,55.7064,2472600,0,1
3406,7/18/2013,77.29,77.83,77.23,77.8,56.1976,1667200,0,1
3407,7/19/2013,77.8,77.82,77.11,77.15,55.7281,1132200,0,1
3408,7/22/2013,77.05,77.5,77.05,77.49,55.9737,893900,0,1
3409,7/23/2013,77.79,78.29,77.55,78.05,56.3782,1338400,0,1
3410,7/24/2013,78.2,78.7,78.05,78.42,56.6454,2267100,0,1
3411,7/25/2013,78.33,78.45,77.9,78.02,56.3565,836400,0,1
3412,7/26/2013,77.91,78.55,77.8,78.24,56.5154,851100,0,1
3413,7/29/2013,78.44,78.98,77.95,78.72,56.8621,1117700,0,1
3414,7/30/2013,78.79,79.1,78.47,78.78,56.9055,1352400,0,1
3415,7/31/2013,79.09,79.19,77.93,77.93,56.2915,1347400,0,1
3416,8/1/2013,78.62,78.88,77.9,78.37,56.6093,1067600,0,1
3417,8/2/2013,78,78.82,78,78.7,56.8477,739600,0,1
3418,8/6/2013,78.5,78.6,77.23,77.54,56.0098,1213000,0,1
3419,8/7/2013,77.2,77.43,76.95,77.28,55.822,847000,0,1
3420,8/8/2013,77.21,77.75,77.21,77.4,55.9087,868600,0,1
3421,8/9/2013,77.35,77.35,76.51,76.91,55.5547,917200,0,1
3422,8/12/2013,77.01,78.78,76.95,78.47,56.6815,2025300,0,1
3423,8/13/2013,78.4,79.07,78.28,78.92,57.0066,859300,0,1
3424,8/14/2013,79,79,78.23,78.55,56.7393,823900,0,1
3425,8/15/2013,78.12,78.15,77.59,78.09,56.4071,1483500,0,1
3426,8/16/2013,78,79.03,77.94,78.8,56.9199,946700,0,1
3427,8/19/2013,78.65,78.78,78.3,78.5,56.7032,658300,0,1
3428,8/20/2013,78.65,79.25,78.51,78.98,57.0499,742400,0,1
3429,8/21/2013,78.98,79.08,78.28,78.88,56.9777,586700,0,1
3430,8/22/2013,79.1,79.41,78.87,79.34,57.31,915100,0,1
3431,8/23/2013,79.5,80.15,79.47,79.88,57.7,892100,0,1
3432,8/26/2013,80.18,81.13,80.04,80.69,58.2851,1566300,0,1
3433,8/27/2013,80.18,80.56,79.86,80.23,57.9529,959000,0,1
3434,8/28/2013,79.93,80.63,79.82,80.44,58.1045,940700,0,1
3435,8/29/2013,80.87,82.69,80.6,82.66,59.7081,2536400,0,1
3436,8/30/2013,82.26,82.97,82.21,82.26,59.4192,1544700,0,1
3437,9/3/2013,82.41,82.63,81.78,82.1,59.3036,1121900,0,1
3438,9/4/2013,82.1,82.25,81.86,81.94,59.188,909000,0,1
3439,9/5/2013,81.94,82.87,81.9,82.87,59.8598,1243600,0,1
3440,9/6/2013,82.9,83,82.4,82.45,59.5564,795800,0,1
3441,9/9/2013,82.34,82.48,82.03,82.3,59.4481,770100,0,1
3442,9/10/2013,82.6,82.6,81.9,81.96,59.2025,919000,0,1
3443,9/11/2013,81.95,82.06,81.57,81.8,59.0869,1457200,0,1
3444,9/12/2013,81.94,81.99,81.1,81.35,58.7619,1081200,0,1
3445,9/13/2013,81.22,81.71,81.11,81.13,58.603,863200,0,1
3446,9/16/2013,81.55,82.1,81.51,81.74,59.0436,1301300,0,1
3447,9/17/2013,81.93,82.29,81.83,82.09,59.2964,1051600,0,1
3448,9/18/2013,82.3,82.44,82.06,82.17,59.3542,1018500,0,1
3449,9/19/2013,82.4,82.5,81.76,82.22,59.3903,1041800,0,1
3450,9/20/2013,82.4,83.29,82.18,82.81,59.8165,2332300,0,1
3451,9/23/2013,83.15,83.58,83,83.47,60.2932,1365600,0,1
3452,9/24/2013,83.6,83.99,83.34,83.72,60.4738,1275200,0,1
3453,9/25/2013,82.98,82.98,82.15,82.3,60.1377,1293100,0,1
3454,9/26/2013,82.29,82.65,82.17,82.4,60.2107,585000,0,1
3455,9/27/2013,82.3,82.72,82.09,82.5,60.2838,544400,0,1
3456,9/30/2013,82,82.72,81.94,82.06,59.9623,847400,0,1
3457,10/1/2013,82.02,82.62,82.01,82.6,60.3569,913500,0,1
3458,10/2/2013,82.21,82.47,82.05,82.33,60.1596,765000,0,1
3459,10/3/2013,82.35,82.57,81.91,81.98,59.9038,964400,0,1
3460,10/4/2013,81.75,82.18,81.67,82.06,59.9623,431600,0,1
3461,10/7/2013,81.75,82.25,81.53,81.86,59.8162,546700,0,1
3462,10/8/2013,82,82.16,81.54,81.66,59.67,399600,0,1
3463,10/9/2013,81.35,81.94,81.32,81.68,59.6846,810800,0,1
3464,10/10/2013,81.96,82.88,81.95,82.46,60.2546,961500,0,1
3465,10/11/2013,82.56,83,82.55,82.76,60.4738,695400,0,1
3466,10/15/2013,82.82,83.26,82.3,82.95,60.6126,888600,0,1
3467,10/16/2013,82.88,83.26,82.76,83.26,60.8392,623500,0,1
3468,10/17/2013,83.03,83.46,82.8,83.45,60.978,765700,0,1
3469,10/18/2013,83.37,84.53,83.37,83.98,61.3653,1434800,0,1
3470,10/21/2013,84.08,85.56,83.91,85.35,62.3663,1539900,0,1
3471,10/22/2013,85.51,86.73,85.51,86.41,63.1409,1706500,0,1
3472,10/23/2013,86.41,86.84,86.32,86.64,63.309,1305400,0,1
3473,10/24/2013,86.75,86.8,86.17,86.27,63.0386,784700,0,1
3474,10/25/2013,86,87.18,86,86.79,63.4186,653700,0,1
3475,10/28/2013,86.89,87.11,86.52,86.9,63.499,758400,0,1
3476,10/29/2013,87.2,88.28,87.03,87.93,64.2516,1072000,0,1
3477,10/30/2013,87.76,88.79,87.5,88.49,64.6608,1203300,0,1
3478,10/31/2013,88.43,89.59,88.4,88.7,64.8142,1295100,0,1
3479,11/1/2013,89.13,89.75,88.89,89.18,65.165,862900,0,1
3480,11/4/2013,89.5,89.5,88.47,88.88,64.9457,782100,0,1
3481,11/5/2013,88.79,88.81,87.92,88.66,64.785,735100,0,1
3482,11/6/2013,88.86,89.21,88.53,88.96,65.0042,566300,0,1
3483,11/7/2013,89.12,89.17,88.5,88.68,64.7996,469800,0,1
3484,11/8/2013,88.65,89.55,88.65,89.1,65.1065,704900,0,1
3485,11/11/2013,89.43,89.79,89.19,89.54,65.428,600400,0,1
3486,11/12/2013,89.4,90.05,89.2,89.65,65.5084,828600,0,1
3487,11/13/2013,89.65,90.3,89.36,90.13,65.8592,1228700,0,1
3488,11/14/2013,90.15,90.59,90.01,90.25,65.9468,837900,0,1
3489,11/15/2013,90.5,90.92,90.35,90.92,66.4364,1162800,0,1
3490,11/18/2013,91.01,91.15,90.65,90.8,66.3487,833800,0,1
3491,11/19/2013,90.64,91.11,90.25,91.05,66.5314,1377500,0,1
3492,11/20/2013,91.04,91.15,90.75,91.14,66.5972,939700,0,1
3493,11/21/2013,91.14,91.27,91.06,91.14,66.5972,988400,0,1
3494,11/22/2013,91.2,91.62,91.02,91.36,66.7579,981200,0,1
3495,11/25/2013,91.39,91.9,91.39,91.58,66.9187,965300,0,1
3496,11/26/2013,91.45,91.75,90.81,91.07,66.546,1203200,0,1
3497,11/27/2013,91.07,91.54,90.63,90.85,66.3853,746400,0,1
3498,11/28/2013,90.84,91.09,90.76,90.99,66.4876,226500,0,1
3499,11/29/2013,91.02,91.84,90.9,91.09,66.5606,693900,0,1
3500,12/2/2013,91.08,91.71,90.8,91.38,66.7725,930000,0,1
3501,12/3/2013,90.81,91.04,89.73,90.34,66.0126,1677400,0,1
3502,12/4/2013,90,90.25,89.59,90.05,65.8007,1341200,0,1
3503,12/5/2013,90,90.6,88.45,88.82,64.9019,1660400,0,1
3504,12/6/2013,89,90.9,89,90.52,66.1441,1245500,0,1
